År;Läkemedel;Region;Kön;Ålder;Patienter/1000 invånare
2019;C02AC02 Guanfacin;Kalmar;Båda könen;15-19;2.12
2019;C02AC02 Guanfacin;Gotland;Män;0-4;0
2019;C02AC02 Guanfacin;Gotland;Män;5-9;5.41
2019;C02AC02 Guanfacin;Gotland;Män;10-14;17.51
2019;C02AC02 Guanfacin;Gotland;Män;15-19;6.2
2019;C02AC02 Guanfacin;Gotland;Kvinnor;0-4;0
2019;C02AC02 Guanfacin;Gotland;Kvinnor;5-9;1.24
2019;C02AC02 Guanfacin;Gotland;Kvinnor;10-14;3.44
2019;C02AC02 Guanfacin;Gotland;Kvinnor;15-19;3.4
2019;C02AC02 Guanfacin;Gotland;Båda könen;0-4;0
2019;C02AC02 Guanfacin;Gotland;Båda könen;5-9;3.35
2019;C02AC02 Guanfacin;Gotland;Båda könen;10-14;10.82
2019;C02AC02 Guanfacin;Gotland;Båda könen;15-19;4.86
2019;C02AC02 Guanfacin;Blekinge;Män;0-4;0.23
2019;C02AC02 Guanfacin;Blekinge;Män;5-9;5.91
2019;C02AC02 Guanfacin;Blekinge;Män;10-14;12.19
2019;C02AC02 Guanfacin;Blekinge;Män;15-19;10.15
2019;C02AC02 Guanfacin;Blekinge;Kvinnor;0-4;0
2019;C02AC02 Guanfacin;Blekinge;Kvinnor;5-9;1.55
2019;C02AC02 Guanfacin;Blekinge;Kvinnor;10-14;6.88
2019;C02AC02 Guanfacin;Blekinge;Kvinnor;15-19;5.45
2019;C02AC02 Guanfacin;Blekinge;Båda könen;0-4;0.12
2019;C02AC02 Guanfacin;Blekinge;Båda könen;5-9;3.79
2019;C02AC02 Guanfacin;Blekinge;Båda könen;10-14;9.63
2019;C02AC02 Guanfacin;Blekinge;Båda könen;15-19;8.01
2019;C02AC02 Guanfacin;Skåne;Män;0-4;0.02
2019;C02AC02 Guanfacin;Skåne;Män;5-9;1.96
2019;C02AC02 Guanfacin;Skåne;Män;10-14;5.9
2019;C02AC02 Guanfacin;Skåne;Män;15-19;3.22
2019;C02AC02 Guanfacin;Skåne;Kvinnor;0-4;0
2019;C02AC02 Guanfacin;Skåne;Kvinnor;5-9;0.51
2019;C02AC02 Guanfacin;Skåne;Kvinnor;10-14;2.11
2019;C02AC02 Guanfacin;Skåne;Kvinnor;15-19;2.36
2019;C02AC02 Guanfacin;Skåne;Båda könen;0-4;0.01
2019;C02AC02 Guanfacin;Skåne;Båda könen;5-9;1.25
2019;C02AC02 Guanfacin;Skåne;Båda könen;10-14;4.05
2019;C02AC02 Guanfacin;Skåne;Båda könen;15-19;2.81
2019;C02AC02 Guanfacin;Halland;Män;0-4;0
2019;C02AC02 Guanfacin;Halland;Män;5-9;7.42
2019;C02AC02 Guanfacin;Halland;Män;10-14;19.67
2019;C02AC02 Guanfacin;Halland;Män;15-19;10.67
2019;C02AC02 Guanfacin;Halland;Kvinnor;0-4;0
2019;C02AC02 Guanfacin;Halland;Kvinnor;5-9;1.29
2019;C02AC02 Guanfacin;Halland;Kvinnor;10-14;8.86
2019;C02AC02 Guanfacin;Halland;Kvinnor;15-19;6.25
2019;C02AC02 Guanfacin;Halland;Båda könen;0-4;0
2019;C02AC02 Guanfacin;Halland;Båda könen;5-9;4.45
2019;C02AC02 Guanfacin;Halland;Båda könen;10-14;14.43
2019;C02AC02 Guanfacin;Halland;Båda könen;15-19;8.57
2019;C02AC02 Guanfacin;Västra Götaland;Män;0-4;0.02
2019;C02AC02 Guanfacin;Västra Götaland;Män;5-9;2.44
2019;C02AC02 Guanfacin;Västra Götaland;Män;10-14;8.84
2019;C02AC02 Guanfacin;Västra Götaland;Män;15-19;4.95
2019;C02AC02 Guanfacin;Västra Götaland;Kvinnor;0-4;0
2019;C02AC02 Guanfacin;Västra Götaland;Kvinnor;5-9;0.8
2019;C02AC02 Guanfacin;Västra Götaland;Kvinnor;10-14;2.82
2019;C02AC02 Guanfacin;Västra Götaland;Kvinnor;15-19;3.26
2019;C02AC02 Guanfacin;Västra Götaland;Båda könen;0-4;0.01
2019;C02AC02 Guanfacin;Västra Götaland;Båda könen;5-9;1.65
2019;C02AC02 Guanfacin;Västra Götaland;Båda könen;10-14;5.92
2019;C02AC02 Guanfacin;Västra Götaland;Båda könen;15-19;4.14
2019;C02AC02 Guanfacin;Värmland;Män;0-4;0
2019;C02AC02 Guanfacin;Värmland;Män;5-9;2.12
2019;C02AC02 Guanfacin;Värmland;Män;10-14;6.82
2019;C02AC02 Guanfacin;Värmland;Män;15-19;1.93
2019;C02AC02 Guanfacin;Värmland;Kvinnor;0-4;0
2019;C02AC02 Guanfacin;Värmland;Kvinnor;5-9;0.26
2019;C02AC02 Guanfacin;Värmland;Kvinnor;10-14;1.52
2019;C02AC02 Guanfacin;Värmland;Kvinnor;15-19;1.55
2019;C02AC02 Guanfacin;Värmland;Båda könen;0-4;0
2019;C02AC02 Guanfacin;Värmland;Båda könen;5-9;1.22
2019;C02AC02 Guanfacin;Värmland;Båda könen;10-14;4.27
2019;C02AC02 Guanfacin;Värmland;Båda könen;15-19;1.75
2019;C02AC02 Guanfacin;Örebro;Män;0-4;0
2019;C02AC02 Guanfacin;Örebro;Män;5-9;2.04
2019;C02AC02 Guanfacin;Örebro;Män;10-14;7.19
2019;C02AC02 Guanfacin;Örebro;Män;15-19;2.71
2019;C02AC02 Guanfacin;Örebro;Kvinnor;0-4;0
2019;C02AC02 Guanfacin;Örebro;Kvinnor;5-9;0.44
2019;C02AC02 Guanfacin;Örebro;Kvinnor;10-14;2.4
2019;C02AC02 Guanfacin;Örebro;Kvinnor;15-19;1.36
2019;C02AC02 Guanfacin;Örebro;Båda könen;0-4;0
2019;C02AC02 Guanfacin;Örebro;Båda könen;5-9;1.26
2019;C02AC02 Guanfacin;Örebro;Båda könen;10-14;4.87
2019;C02AC02 Guanfacin;Örebro;Båda könen;15-19;2.06
2019;C02AC02 Guanfacin;Västmanland;Män;0-4;0
2019;C02AC02 Guanfacin;Västmanland;Män;5-9;3.45
2019;C02AC02 Guanfacin;Västmanland;Män;10-14;8.97
2019;C02AC02 Guanfacin;Västmanland;Män;15-19;5.64
2019;C02AC02 Guanfacin;Västmanland;Kvinnor;0-4;0
2019;C02AC02 Guanfacin;Västmanland;Kvinnor;5-9;1
2019;C02AC02 Guanfacin;Västmanland;Kvinnor;10-14;2.1
2019;C02AC02 Guanfacin;Västmanland;Kvinnor;15-19;3.43
2019;C02AC02 Guanfacin;Västmanland;Båda könen;0-4;0
2019;C02AC02 Guanfacin;Västmanland;Båda könen;5-9;2.26
2019;C02AC02 Guanfacin;Västmanland;Båda könen;10-14;5.67
2019;C02AC02 Guanfacin;Västmanland;Båda könen;15-19;4.6
2019;C02AC02 Guanfacin;Dalarna;Män;0-4;0
2019;C02AC02 Guanfacin;Dalarna;Män;5-9;1.79
2019;C02AC02 Guanfacin;Dalarna;Män;10-14;5.95
2019;C02AC02 Guanfacin;Dalarna;Män;15-19;4.38
2019;C02AC02 Guanfacin;Dalarna;Kvinnor;0-4;0
2019;C02AC02 Guanfacin;Dalarna;Kvinnor;5-9;0.88
2019;C02AC02 Guanfacin;Dalarna;Kvinnor;10-14;2.36
2019;C02AC02 Guanfacin;Dalarna;Kvinnor;15-19;3.12
2019;C02AC02 Guanfacin;Dalarna;Båda könen;0-4;0
2019;C02AC02 Guanfacin;Dalarna;Båda könen;5-9;1.34
2019;C02AC02 Guanfacin;Dalarna;Båda könen;10-14;4.19
2019;C02AC02 Guanfacin;Dalarna;Båda könen;15-19;3.79
2019;C02AC02 Guanfacin;Gävleborg;Män;0-4;0
2019;C02AC02 Guanfacin;Gävleborg;Män;5-9;4.77
2019;C02AC02 Guanfacin;Gävleborg;Män;10-14;8.74
2019;C02AC02 Guanfacin;Gävleborg;Män;15-19;3.82
2019;C02AC02 Guanfacin;Gävleborg;Kvinnor;0-4;0
2019;C02AC02 Guanfacin;Gävleborg;Kvinnor;5-9;1.02
2019;C02AC02 Guanfacin;Gävleborg;Kvinnor;10-14;2.29
2019;C02AC02 Guanfacin;Gävleborg;Kvinnor;15-19;2.68
2019;C02AC02 Guanfacin;Gävleborg;Båda könen;0-4;0
2019;C02AC02 Guanfacin;Gävleborg;Båda könen;5-9;2.93
2019;C02AC02 Guanfacin;Gävleborg;Båda könen;10-14;5.59
2019;C02AC02 Guanfacin;Gävleborg;Båda könen;15-19;3.29
2019;C02AC02 Guanfacin;Västernorrland;Män;0-4;0
2019;C02AC02 Guanfacin;Västernorrland;Män;5-9;1.15
2019;C02AC02 Guanfacin;Västernorrland;Män;10-14;4.97
2019;C02AC02 Guanfacin;Västernorrland;Män;15-19;3.47
2019;C02AC02 Guanfacin;Västernorrland;Kvinnor;0-4;0
2019;C02AC02 Guanfacin;Västernorrland;Kvinnor;5-9;0.6
2019;C02AC02 Guanfacin;Västernorrland;Kvinnor;10-14;1.44
2019;C02AC02 Guanfacin;Västernorrland;Kvinnor;15-19;1.39
2019;C02AC02 Guanfacin;Västernorrland;Båda könen;0-4;0
2019;C02AC02 Guanfacin;Västernorrland;Båda könen;5-9;0.88
2019;C02AC02 Guanfacin;Västernorrland;Båda könen;10-14;3.25
2019;C02AC02 Guanfacin;Västernorrland;Båda könen;15-19;2.48
2019;C02AC02 Guanfacin;Jämtland Härjedalen;Män;0-4;0
2019;C02AC02 Guanfacin;Jämtland Härjedalen;Män;5-9;2.37
2019;C02AC02 Guanfacin;Jämtland Härjedalen;Män;10-14;9.79
2019;C02AC02 Guanfacin;Jämtland Härjedalen;Män;15-19;7.17
2019;C02AC02 Guanfacin;Jämtland Härjedalen;Kvinnor;0-4;0
2019;C02AC02 Guanfacin;Jämtland Härjedalen;Kvinnor;5-9;1.39
2019;C02AC02 Guanfacin;Jämtland Härjedalen;Kvinnor;10-14;3.83
2019;C02AC02 Guanfacin;Jämtland Härjedalen;Kvinnor;15-19;5.82
2019;C02AC02 Guanfacin;Jämtland Härjedalen;Båda könen;0-4;0
2019;C02AC02 Guanfacin;Jämtland Härjedalen;Båda könen;5-9;1.89
2019;C02AC02 Guanfacin;Jämtland Härjedalen;Båda könen;10-14;6.86
2019;C02AC02 Guanfacin;Jämtland Härjedalen;Båda könen;15-19;6.53
2019;C02AC02 Guanfacin;Västerbotten;Män;0-4;0
2019;C02AC02 Guanfacin;Västerbotten;Män;5-9;1.37
2019;C02AC02 Guanfacin;Västerbotten;Män;10-14;5.95
2019;C02AC02 Guanfacin;Västerbotten;Män;15-19;4.05
2019;C02AC02 Guanfacin;Västerbotten;Kvinnor;0-4;0
2019;C02AC02 Guanfacin;Västerbotten;Kvinnor;5-9;0.26
2019;C02AC02 Guanfacin;Västerbotten;Kvinnor;10-14;1.95
2019;C02AC02 Guanfacin;Västerbotten;Kvinnor;15-19;1.44
2019;C02AC02 Guanfacin;Västerbotten;Båda könen;0-4;0
2019;C02AC02 Guanfacin;Västerbotten;Båda könen;5-9;0.83
2019;C02AC02 Guanfacin;Västerbotten;Båda könen;10-14;4
2019;C02AC02 Guanfacin;Västerbotten;Båda könen;15-19;2.81
2019;C02AC02 Guanfacin;Norrbotten;Män;0-4;0
2019;C02AC02 Guanfacin;Norrbotten;Män;5-9;3.47
2019;C02AC02 Guanfacin;Norrbotten;Män;10-14;11.91
2019;C02AC02 Guanfacin;Norrbotten;Män;15-19;4.25
2019;C02AC02 Guanfacin;Norrbotten;Kvinnor;0-4;0
2019;C02AC02 Guanfacin;Norrbotten;Kvinnor;5-9;0.79
2019;C02AC02 Guanfacin;Norrbotten;Kvinnor;10-14;6.22
2019;C02AC02 Guanfacin;Norrbotten;Kvinnor;15-19;3.99
2019;C02AC02 Guanfacin;Norrbotten;Båda könen;0-4;0
2019;C02AC02 Guanfacin;Norrbotten;Båda könen;5-9;2.16
2019;C02AC02 Guanfacin;Norrbotten;Båda könen;10-14;9.18
2019;C02AC02 Guanfacin;Norrbotten;Båda könen;15-19;4.13
2019;C02AC02 Guanfacin;Riket;Män;0-4;0.01
2019;C02AC02 Guanfacin;Riket;Män;5-9;2.72
2019;C02AC02 Guanfacin;Riket;Män;10-14;8.29
2019;C02AC02 Guanfacin;Riket;Män;15-19;4.45
2019;C02AC02 Guanfacin;Riket;Kvinnor;0-4;0
2019;C02AC02 Guanfacin;Riket;Kvinnor;5-9;0.7
2019;C02AC02 Guanfacin;Riket;Kvinnor;10-14;2.8
2019;C02AC02 Guanfacin;Riket;Kvinnor;15-19;2.8
2019;C02AC02 Guanfacin;Riket;Båda könen;0-4;0.01
2019;C02AC02 Guanfacin;Riket;Båda könen;5-9;1.74
2019;C02AC02 Guanfacin;Riket;Båda könen;10-14;5.63
2019;C02AC02 Guanfacin;Riket;Båda könen;15-19;3.67
2020;C02AC02 Guanfacin;Stockholm;Män;0-4;0
2020;C02AC02 Guanfacin;Stockholm;Män;5-9;3.66
2020;C02AC02 Guanfacin;Stockholm;Män;10-14;10.32
2020;C02AC02 Guanfacin;Stockholm;Män;15-19;5.26
2020;C02AC02 Guanfacin;Stockholm;Kvinnor;0-4;0
2020;C02AC02 Guanfacin;Stockholm;Kvinnor;5-9;0.99
2020;C02AC02 Guanfacin;Stockholm;Kvinnor;10-14;3.3
2020;C02AC02 Guanfacin;Stockholm;Kvinnor;15-19;3.37
2020;C02AC02 Guanfacin;Stockholm;Båda könen;0-4;0
2020;C02AC02 Guanfacin;Stockholm;Båda könen;5-9;2.37
2020;C02AC02 Guanfacin;Stockholm;Båda könen;10-14;6.91
2020;C02AC02 Guanfacin;Stockholm;Båda könen;15-19;4.35
2020;C02AC02 Guanfacin;Uppsala;Män;0-4;0
2020;C02AC02 Guanfacin;Uppsala;Män;5-9;4.95
2020;C02AC02 Guanfacin;Uppsala;Män;10-14;14.4
2020;C02AC02 Guanfacin;Uppsala;Män;15-19;9.53
2020;C02AC02 Guanfacin;Uppsala;Kvinnor;0-4;0
2020;C02AC02 Guanfacin;Uppsala;Kvinnor;5-9;1.23
2020;C02AC02 Guanfacin;Uppsala;Kvinnor;10-14;5.02
2020;C02AC02 Guanfacin;Uppsala;Kvinnor;15-19;3.97
2020;C02AC02 Guanfacin;Uppsala;Båda könen;0-4;0
2020;C02AC02 Guanfacin;Uppsala;Båda könen;5-9;3.14
2020;C02AC02 Guanfacin;Uppsala;Båda könen;10-14;9.81
2020;C02AC02 Guanfacin;Uppsala;Båda könen;15-19;6.89
2020;C02AC02 Guanfacin;Södermanland;Män;0-4;0
2020;C02AC02 Guanfacin;Södermanland;Män;5-9;2.31
2020;C02AC02 Guanfacin;Södermanland;Män;10-14;8.08
2020;C02AC02 Guanfacin;Södermanland;Män;15-19;6.31
2020;C02AC02 Guanfacin;Södermanland;Kvinnor;0-4;0
2020;C02AC02 Guanfacin;Södermanland;Kvinnor;5-9;0.57
2020;C02AC02 Guanfacin;Södermanland;Kvinnor;10-14;3.92
2020;C02AC02 Guanfacin;Södermanland;Kvinnor;15-19;2.53
2020;C02AC02 Guanfacin;Södermanland;Båda könen;0-4;0
2020;C02AC02 Guanfacin;Södermanland;Båda könen;5-9;1.48
2020;C02AC02 Guanfacin;Södermanland;Båda könen;10-14;6.05
2020;C02AC02 Guanfacin;Södermanland;Båda könen;15-19;4.51
2020;C02AC02 Guanfacin;Östergötland;Män;0-4;0
2020;C02AC02 Guanfacin;Östergötland;Män;5-9;3.23
2020;C02AC02 Guanfacin;Östergötland;Män;10-14;9.64
2020;C02AC02 Guanfacin;Östergötland;Män;15-19;4.39
2020;C02AC02 Guanfacin;Östergötland;Kvinnor;0-4;0
2020;C02AC02 Guanfacin;Östergötland;Kvinnor;5-9;0.15
2020;C02AC02 Guanfacin;Östergötland;Kvinnor;10-14;2.04
2020;C02AC02 Guanfacin;Östergötland;Kvinnor;15-19;2.02
2020;C02AC02 Guanfacin;Östergötland;Båda könen;0-4;0
2020;C02AC02 Guanfacin;Östergötland;Båda könen;5-9;1.74
2020;C02AC02 Guanfacin;Östergötland;Båda könen;10-14;5.93
2020;C02AC02 Guanfacin;Östergötland;Båda könen;15-19;3.25
2020;C02AC02 Guanfacin;Jönköping;Män;0-4;0
2020;C02AC02 Guanfacin;Jönköping;Män;5-9;2.3
2020;C02AC02 Guanfacin;Jönköping;Män;10-14;6.88
2020;C02AC02 Guanfacin;Jönköping;Män;15-19;4.62
2020;C02AC02 Guanfacin;Jönköping;Kvinnor;0-4;0
2020;C02AC02 Guanfacin;Jönköping;Kvinnor;5-9;0.54
2020;C02AC02 Guanfacin;Jönköping;Kvinnor;10-14;1.58
2020;C02AC02 Guanfacin;Jönköping;Kvinnor;15-19;1.77
2020;C02AC02 Guanfacin;Jönköping;Båda könen;0-4;0
2020;C02AC02 Guanfacin;Jönköping;Båda könen;5-9;1.45
2020;C02AC02 Guanfacin;Jönköping;Båda könen;10-14;4.29
2020;C02AC02 Guanfacin;Jönköping;Båda könen;15-19;3.25
2020;C02AC02 Guanfacin;Kronoberg;Män;0-4;0
2020;C02AC02 Guanfacin;Kronoberg;Män;5-9;1.57
2020;C02AC02 Guanfacin;Kronoberg;Män;10-14;5.18
2020;C02AC02 Guanfacin;Kronoberg;Män;15-19;4.25
2020;C02AC02 Guanfacin;Kronoberg;Kvinnor;0-4;0
2020;C02AC02 Guanfacin;Kronoberg;Kvinnor;5-9;0.16
2020;C02AC02 Guanfacin;Kronoberg;Kvinnor;10-14;2.03
2020;C02AC02 Guanfacin;Kronoberg;Kvinnor;15-19;1.1
2020;C02AC02 Guanfacin;Kronoberg;Båda könen;0-4;0
2020;C02AC02 Guanfacin;Kronoberg;Båda könen;5-9;0.89
2020;C02AC02 Guanfacin;Kronoberg;Båda könen;10-14;3.66
2020;C02AC02 Guanfacin;Kronoberg;Båda könen;15-19;2.76
2020;C02AC02 Guanfacin;Kalmar;Män;0-4;0
2020;C02AC02 Guanfacin;Kalmar;Män;5-9;2.65
2020;C02AC02 Guanfacin;Kalmar;Män;10-14;7.17
2020;C02AC02 Guanfacin;Kalmar;Män;15-19;3
2020;C02AC02 Guanfacin;Kalmar;Kvinnor;0-4;0
2020;C02AC02 Guanfacin;Kalmar;Kvinnor;5-9;0.45
2020;C02AC02 Guanfacin;Kalmar;Kvinnor;10-14;1.36
2020;C02AC02 Guanfacin;Kalmar;Kvinnor;15-19;1.75
2020;C02AC02 Guanfacin;Kalmar;Båda könen;0-4;0
2020;C02AC02 Guanfacin;Kalmar;Båda könen;5-9;1.58
2020;C02AC02 Guanfacin;Kalmar;Båda könen;10-14;4.34
2020;C02AC02 Guanfacin;Kalmar;Båda könen;15-19;2.41
2020;C02AC02 Guanfacin;Gotland;Män;0-4;0
2020;C02AC02 Guanfacin;Gotland;Män;5-9;6.55
2020;C02AC02 Guanfacin;Gotland;Män;10-14;17.95
2020;C02AC02 Guanfacin;Gotland;Män;15-19;8.79
2020;C02AC02 Guanfacin;Gotland;Kvinnor;0-4;0
2020;C02AC02 Guanfacin;Gotland;Kvinnor;5-9;5.04
2020;C02AC02 Guanfacin;Gotland;Kvinnor;10-14;11.62
2020;C02AC02 Guanfacin;Gotland;Kvinnor;15-19;4.83
2020;C02AC02 Guanfacin;Gotland;Båda könen;0-4;0
2020;C02AC02 Guanfacin;Gotland;Båda könen;5-9;5.82
2020;C02AC02 Guanfacin;Gotland;Båda könen;10-14;14.91
2020;C02AC02 Guanfacin;Gotland;Båda könen;15-19;6.91
2020;C02AC02 Guanfacin;Blekinge;Män;0-4;0.23
2020;C02AC02 Guanfacin;Blekinge;Män;5-9;5.97
2020;C02AC02 Guanfacin;Blekinge;Män;10-14;15.8
2020;C02AC02 Guanfacin;Blekinge;Män;15-19;9.87
2020;C02AC02 Guanfacin;Blekinge;Kvinnor;0-4;0
2020;C02AC02 Guanfacin;Blekinge;Kvinnor;5-9;1.54
2020;C02AC02 Guanfacin;Blekinge;Kvinnor;10-14;5.64
2020;C02AC02 Guanfacin;Blekinge;Kvinnor;15-19;7.01
2020;C02AC02 Guanfacin;Blekinge;Båda könen;0-4;0.12
2020;C02AC02 Guanfacin;Blekinge;Båda könen;5-9;3.79
2020;C02AC02 Guanfacin;Blekinge;Båda könen;10-14;10.86
2020;C02AC02 Guanfacin;Blekinge;Båda könen;15-19;8.56
2020;C02AC02 Guanfacin;Skåne;Män;0-4;0.02
2020;C02AC02 Guanfacin;Skåne;Män;5-9;2.49
2020;C02AC02 Guanfacin;Skåne;Män;10-14;7.78
2020;C02AC02 Guanfacin;Skåne;Män;15-19;4.12
2020;C02AC02 Guanfacin;Skåne;Kvinnor;0-4;0
2020;C02AC02 Guanfacin;Skåne;Kvinnor;5-9;0.48
2020;C02AC02 Guanfacin;Skåne;Kvinnor;10-14;2.79
2020;C02AC02 Guanfacin;Skåne;Kvinnor;15-19;2.67
2020;C02AC02 Guanfacin;Skåne;Båda könen;0-4;0.01
2020;C02AC02 Guanfacin;Skåne;Båda könen;5-9;1.51
2020;C02AC02 Guanfacin;Skåne;Båda könen;10-14;5.35
2020;C02AC02 Guanfacin;Skåne;Båda könen;15-19;3.42
2020;C02AC02 Guanfacin;Halland;Män;0-4;0
2020;C02AC02 Guanfacin;Halland;Män;5-9;8.77
2020;C02AC02 Guanfacin;Halland;Män;10-14;22.66
2020;C02AC02 Guanfacin;Halland;Män;15-19;13.41
2020;C02AC02 Guanfacin;Halland;Kvinnor;0-4;0
2020;C02AC02 Guanfacin;Halland;Kvinnor;5-9;1.88
2020;C02AC02 Guanfacin;Halland;Kvinnor;10-14;9.22
2020;C02AC02 Guanfacin;Halland;Kvinnor;15-19;8.27
2020;C02AC02 Guanfacin;Halland;Båda könen;0-4;0
2020;C02AC02 Guanfacin;Halland;Båda könen;5-9;5.42
2020;C02AC02 Guanfacin;Halland;Båda könen;10-14;16.14
2020;C02AC02 Guanfacin;Halland;Båda könen;15-19;10.97
2020;C02AC02 Guanfacin;Västra Götaland;Män;0-4;0
2020;C02AC02 Guanfacin;Västra Götaland;Män;5-9;2.76
2020;C02AC02 Guanfacin;Västra Götaland;Män;10-14;9.67
2020;C02AC02 Guanfacin;Västra Götaland;Män;15-19;6.65
2020;C02AC02 Guanfacin;Västra Götaland;Kvinnor;0-4;0
2020;C02AC02 Guanfacin;Västra Götaland;Kvinnor;5-9;0.81
2020;C02AC02 Guanfacin;Västra Götaland;Kvinnor;10-14;3.35
2020;C02AC02 Guanfacin;Västra Götaland;Kvinnor;15-19;3.98
2020;C02AC02 Guanfacin;Västra Götaland;Båda könen;0-4;0
2020;C02AC02 Guanfacin;Västra Götaland;Båda könen;5-9;1.81
2020;C02AC02 Guanfacin;Västra Götaland;Båda könen;10-14;6.61
2020;C02AC02 Guanfacin;Västra Götaland;Båda könen;15-19;5.37
2020;C02AC02 Guanfacin;Värmland;Män;0-4;0
2020;C02AC02 Guanfacin;Värmland;Män;5-9;2.24
2020;C02AC02 Guanfacin;Värmland;Män;10-14;6.69
2020;C02AC02 Guanfacin;Värmland;Män;15-19;2.7
2020;C02AC02 Guanfacin;Värmland;Kvinnor;0-4;0
2020;C02AC02 Guanfacin;Värmland;Kvinnor;5-9;0.13
2020;C02AC02 Guanfacin;Värmland;Kvinnor;10-14;1.62
2020;C02AC02 Guanfacin;Värmland;Kvinnor;15-19;2.42
2020;C02AC02 Guanfacin;Värmland;Båda könen;0-4;0
2020;C02AC02 Guanfacin;Värmland;Båda könen;5-9;1.21
2020;C02AC02 Guanfacin;Värmland;Båda könen;10-14;4.24
2020;C02AC02 Guanfacin;Värmland;Båda könen;15-19;2.57
2020;C02AC02 Guanfacin;Örebro;Män;0-4;0.11
2020;C02AC02 Guanfacin;Örebro;Män;5-9;2.74
2020;C02AC02 Guanfacin;Örebro;Män;10-14;8.15
2020;C02AC02 Guanfacin;Örebro;Män;15-19;4.79
2020;C02AC02 Guanfacin;Örebro;Kvinnor;0-4;0
2020;C02AC02 Guanfacin;Örebro;Kvinnor;5-9;1.23
2020;C02AC02 Guanfacin;Örebro;Kvinnor;10-14;2.65
2020;C02AC02 Guanfacin;Örebro;Kvinnor;15-19;2.81
2020;C02AC02 Guanfacin;Örebro;Båda könen;0-4;0.06
2020;C02AC02 Guanfacin;Örebro;Båda könen;5-9;2
2020;C02AC02 Guanfacin;Örebro;Båda könen;10-14;5.48
2020;C02AC02 Guanfacin;Örebro;Båda könen;15-19;3.83
2020;C02AC02 Guanfacin;Västmanland;Män;0-4;0
2020;C02AC02 Guanfacin;Västmanland;Män;5-9;2.7
2020;C02AC02 Guanfacin;Västmanland;Män;10-14;11.03
2020;C02AC02 Guanfacin;Västmanland;Män;15-19;6.08
2020;C02AC02 Guanfacin;Västmanland;Kvinnor;0-4;0
2020;C02AC02 Guanfacin;Västmanland;Kvinnor;5-9;0.88
2020;C02AC02 Guanfacin;Västmanland;Kvinnor;10-14;3.75
2020;C02AC02 Guanfacin;Västmanland;Kvinnor;15-19;3.33
2020;C02AC02 Guanfacin;Västmanland;Båda könen;0-4;0
2020;C02AC02 Guanfacin;Västmanland;Båda könen;5-9;1.82
2020;C02AC02 Guanfacin;Västmanland;Båda könen;10-14;7.53
2020;C02AC02 Guanfacin;Västmanland;Båda könen;15-19;4.75
2020;C02AC02 Guanfacin;Dalarna;Män;0-4;0
2020;C02AC02 Guanfacin;Dalarna;Män;5-9;2.37
2020;C02AC02 Guanfacin;Dalarna;Män;10-14;8.03
2020;C02AC02 Guanfacin;Dalarna;Män;15-19;5.62
2020;C02AC02 Guanfacin;Dalarna;Kvinnor;0-4;0
2020;C02AC02 Guanfacin;Dalarna;Kvinnor;5-9;0.74
2020;C02AC02 Guanfacin;Dalarna;Kvinnor;10-14;2.69
2020;C02AC02 Guanfacin;Dalarna;Kvinnor;15-19;4.54
2020;C02AC02 Guanfacin;Dalarna;Båda könen;0-4;0
2020;C02AC02 Guanfacin;Dalarna;Båda könen;5-9;1.57
2020;C02AC02 Guanfacin;Dalarna;Båda könen;10-14;5.41
2020;C02AC02 Guanfacin;Dalarna;Båda könen;15-19;5.11
2020;C02AC02 Guanfacin;Gävleborg;Män;0-4;0
2020;C02AC02 Guanfacin;Gävleborg;Män;5-9;5.49
2020;C02AC02 Guanfacin;Gävleborg;Män;10-14;10.88
2020;C02AC02 Guanfacin;Gävleborg;Män;15-19;5.58
2020;C02AC02 Guanfacin;Gävleborg;Kvinnor;0-4;0
2020;C02AC02 Guanfacin;Gävleborg;Kvinnor;5-9;0.88
2020;C02AC02 Guanfacin;Gävleborg;Kvinnor;10-14;3.42
2020;C02AC02 Guanfacin;Gävleborg;Kvinnor;15-19;2.48
2020;C02AC02 Guanfacin;Gävleborg;Båda könen;0-4;0
2020;C02AC02 Guanfacin;Gävleborg;Båda könen;5-9;3.22
2020;C02AC02 Guanfacin;Gävleborg;Båda könen;10-14;7.25
2020;C02AC02 Guanfacin;Gävleborg;Båda könen;15-19;4.11
2020;C02AC02 Guanfacin;Västernorrland;Män;0-4;0
2020;C02AC02 Guanfacin;Västernorrland;Män;5-9;1.45
2020;C02AC02 Guanfacin;Västernorrland;Män;10-14;4.95
2020;C02AC02 Guanfacin;Västernorrland;Män;15-19;3.87
2020;C02AC02 Guanfacin;Västernorrland;Kvinnor;0-4;0
2020;C02AC02 Guanfacin;Västernorrland;Kvinnor;5-9;0.6
2020;C02AC02 Guanfacin;Västernorrland;Kvinnor;10-14;2.31
2020;C02AC02 Guanfacin;Västernorrland;Kvinnor;15-19;1.95
2020;C02AC02 Guanfacin;Västernorrland;Båda könen;0-4;0
2020;C02AC02 Guanfacin;Västernorrland;Båda könen;5-9;1.03
2020;C02AC02 Guanfacin;Västernorrland;Båda könen;10-14;3.67
2020;C02AC02 Guanfacin;Västernorrland;Båda könen;15-19;2.95
2020;C02AC02 Guanfacin;Jämtland Härjedalen;Män;0-4;0
2020;C02AC02 Guanfacin;Jämtland Härjedalen;Män;5-9;3.92
